lokalizacja,opis,cena,do_wynajecia_przez,wspoldzielenie,wielkosc,liczba_pokoi,rodzaj_nieruchomosci,preferowana_plec,palacy,przyjazne_zwierzakom,liczba_wyrazow
Śródmieście,"Hej!!!Szukamy nowej, ambitnej, inspirującej osoby do naszej kamienicy w centrum Warszawy przy ulicy Nowowiejskiej. Mieszkanie kusi klimatem, przestrzenią (niecałe 90 m2) i widokiem z okna (Filtry z góry!!!). Znajduje się w dogodnej lokalizacji: 7 minut piechotą do Metra Politechnika, 7 minut piechotą do Dworca Centralnego. Jednocześnie okolica przy Filtrach jest spokojna, zielona i estetyczna.W mieszkaniu dbamy o rodzinną atmosferę, szukamy kogoś, z kim można zamienić kilka ciepłych słów podczas szykowania śniadania, wyskoczyć na piwko, wzajemnie poszerzać horyzonty i za zgodą wszystkich mieszkańców realizować potrzeby towarzyskie. Jednocześnie szanujemy swoją prywatność i potrzebę spokoju.W mieszkaniu nie robimy imprez (nasi sąsiedzi nie patrzą na to przychylnym okiem), ale spotkania towarzyskie w rozsądnej częstotliwości jak najbardziej.Nowowiejską zamieszkują:Klaudia, 29 lat, ilustratorka i game designerka, Monika, 27 lat, tresuje psy i tańczy salsę;Kreatywne dusze mile widziane :)Do usłyszenia",1100,Właściciel,Współdzielenie mieszkania/domu,90,3 pokoje,Mieszkanie,Bez preferencji,Tak,Tak,134
Śródmieście,"Mam do wynajecia 2 przechodni pokoje do wynajecia w tym samym mieszkaniu w centrum (Metro Ratusz arsenal.Ul Anielewicza 4)  Pokój jest12m który znajduje się w mieszkaniu 3 pokojowym w bloku dzielnica centrum. Mieszkanie jest kompletnie wyposażone (pralka, sprzęt kuchenny, telewizja kablowa, etc.) 
Lokalizacja : W centrum, w pobliżu przystanku autobusowy/tramwajowa i metra.
Wynajem za 1 pokoj:1000zl 
tel:7 95 689 328
Zapraszam
NICE Room for rent CITY CENTRE/UL.Anielewicza 4. Each of them 12sq.m offered to the renter, the whole apartment (55 sq m, 3rooms). Convenienient location on the 2nd floor.Flat is in city center 7 minutes to Metro Ratusz arsenal tram and bus stops. Perfect location close to everywhere and safe area. Under the flat is supermarkets, pharmacies, restaurants and bars. Whole Flat is fully furnished and without owner.PRICE For one room:1000zl

Nr tel: 7 95 689 328",1000,Właściciel,Współdzielenie mieszkania/domu,55,2 pokoje,Mieszkanie,Bez preferencji,Tak,Tak,141
Śródmieście,"Mam do wynajecia 2 przechodni pokoje do wynajecia w tym samym mieszkaniu W centrum (Metro Ratusz arsenal) Wynajme pokój 12m który znajduje się w mieszkaniu 3 pokojowym w bloku dzielnica centrum. Mieszkanie jest kompletnie wyposażone (pralka, sprzęt kuchenny, telewizja kablowa, etc.) 
Lokalizacja : W centrum, w pobliżu przystanku autobusowy/tramwajowa i metra.
Wynajem za:900zl 
tel:7 95 689 328
Zapraszam
NICE Room for rent CITY CENTRE/UL.ANDERSA 25
2 interconnecting Rooms for rent in the same flat. Each of them 12sq.m offered to the renter, the whole apartment (55 sq m, 3rooms). Convenienient location on the 8th floor with elevator.Flat is in city center 7 minutes to Metro Ratusz arsenal tram and bus stops. Perfect location close to everywhere and safe area. Under the flat is supermarkets, pharmacies, restaurants and bars. Whole Flat is fully furnished and without owner.PRICE For one:900zl

Nr tel: 7 95 689 328",900,Właściciel,Współdzielenie mieszkania/domu,55,3 pokoje,Mieszkanie,Bez preferencji,Tak,Tak,148
Śródmieście,"Seperate room for rent in city center. Room is 15sq.m offered to the rent can live 2 people, the whole apartment (56 sq/m 3rooms). 
Convenient location only 10min to Old town and Uniwersity of Warsaw.
15 min to Politechnika Warszawska and Koziminski.
20-30min to University of Lazarski.
Flat is on the 4th floor with elevator located METRO RATUSZ ARSENAL/UL.Andersa 25). Perfect location close to everywhere and safe area. Under the flat is supermarkets, pharmacies, restaurants, bars and tram, metro, bus stops. 
Whole Flat is fully furnished without owner.
Price for 1:1200zlfor 2:1400
Nr tel: 7 95 689 328Pokoj dla 1-2 osob do wynajecia W centrum (Metro Ratusz Arsenal/ul.Andesa 25) Wynajme pokój 15m2 który znajduje się w mieszkaniu 3 pokojowym w bloku dzielnica centrum. Mieszkanie jest  kompletnie wyposażone.Lokalizacja : W centrum, w pobliżu przystanku autobusowy/tramwajowa i metra.Cena dla 1:1200zl dla 2: 1400tel:7 95 689 328Zapraszam",1200,Właściciel,Współdzielenie mieszkania/domu,55,3 pokoje,Mieszkanie,Bez preferencji,Tak,Tak,153
Śródmieście,"Seperate room for rent in city center. Room is 12sq.m offered to the rent can live 2 people, the whole apartment (47 sq/m 3rooms). 
Convenient location only 10min to Old town and Uniwersity of Warsaw.
15 min to Politechnika Warszawska and Koziminski.
20-30min to University of Lazarski.
Flat is on the 8th floor with elevator located METRO Rondo Onz). Perfect location close to everywhere and safe area. Under the flat is supermarkets, pharmacies, restaurants, bars and tram, metro, bus stops. 
Whole Flat is fully furnished without owner.
Price:1400zl
Nr tel: 7 95 689 328",1400,Właściciel,Współdzielenie mieszkania/domu,47,3 pokoje,Mieszkanie,Bez preferencji,Tak,Tak,97
Targówek,"Mieszkanie ma 45m2, 2 osobne pokoje, lazienka, kuchnia, w pelni wyposazone.10 pietro, balkonLokalizacja Targowek ul. GolawickaDo wynajecia jest duzy pokoj, dla osoby lub osob niepalacych.Cena wynajmu, to 1 100zl miesiecznie.Prosze o kontakt telefoniczny 516 423 419",1100,Właściciel,Współdzielenie mieszkania/domu,45,2 pokoje,Mieszkanie,Bez preferencji,Nie,Tak,37
Ursynów,"Witam, mam do wynajmu pokój 14 m2, umeblowany. Do dyspozycji również kuchnia, łazienka. Do dyspozycji cały sprzęt AGD.
preferuję wynajem - mężczyźnie.
W pobliżu stacja metra Imielin - 8 min pieszo.
Sklepy spożywcze, poczta, bankomat - wszystko na tej samej ulicy.
W mieszkaniu dostępna jest sieć WIFI.
Zainteresowane osoby proszę o kontakt tylko telefoniczny pod nr tel.  506 860 013",750,Właściciel,Współdzielenie mieszkania/domu,14,3 pokoje,Mieszkanie,Mężczyzna,Nie,Nie,57
Ursynów,"Do wynajęcia trzy przytulne, jasne pokoje jednoosobowe w mieszkaniu bez właściciela.GDZIE: przy stacji metra Imielin. Świetny dojazd do SGGW (2 przystanki autobusem), SGH i Centrum. Zaledwie 5 minut spacerem od Lidla i stacji benzynowej(24h), w pobliżu Multikino Ursynów, Centrum Sportu i Rekreacji. Okolice przyjazne rowerzystom. Osiedle ogrodzone i strzeżone 24h.WIĘCEJ: aktualnie w pokojach znajdują się wygodne jednoosobowe łóżka, biurko, fotel, szafa. W mieszkaniu do dyspozycji dwie łazienki: większa - z wanną i prysznicem, druga (mniejsza) - z kabiną prysznicową. Kuchnia wyposażona we wszystkie niezbędne sprzęty jak lodówka, pralka, zmywarka, kuchenka z piekarnikiem. Dodatkowo, w mieszkaniu znajduje się garderoba do użytku wspólnego.ZA ILE: Pokój większy z biurkiem: 900 zł + 150 zł media (woda, ogrzewanie, prąd, Internet)Pokój mniejszy: 850 złWymagana kaucja zwrotna.Umowa na minimum 12 miesięcy.Więcej informacji i oglądanie: 515 152 335",850,Właściciel,Współdzielenie mieszkania/domu,123,6 lub więcej pokoi,Mieszkanie,Bez preferencji,Tak,Nie,130
Ursynów,"Wynajmę pokój o powierzchni 33 m2 z osobnym wejściem z klatki schodowej i łazienką do wyłącznej dyspozycji. W pokoju kanapa, duża garderoba i pawlacz. Kuchnia wspólna na niższym
poziomie. Mieszkanie znajduje się na Kabatach blisko stacji metra i przystanku autobusowego. W pobliżu sklepy, supermarket, bary i restauracje.Cena 1300 zł dla jednej osobie - 1600 zł dla dwóch osób + dodatkowo opłaty za zużycie wody i energii elektrycznej według wskazań licznika. Za niewielką opłata możliwość korzystania z miejsce parkingowego pod budynkiem.Pokój dostępny od już. Tel 728 847 640.",1300,Właściciel,Współdzielenie mieszkania/domu,33,Nie podano,Mieszkanie,Bez preferencji,Tak,Tak,85
Wawer,"Pokój w domku z oddzielnym wejściem, łazienka, blisko do kolejki SKM Gocławek  i autobusów.  Tylko dla niepalącego pana.",650,Właściciel,Współdzielenie mieszkania/domu,20,Nie podano,Dom,Mężczyzna,Nie,Tak,18
Wilanów,"Pokój w Wilanowie w nowym budownictwie (okolice Św.Opatrzności) budynek chroniony w 2- pokojowym mieszkaniu, pokój umeblowany, dostęp do internetu.Możliwość korzystania z garażu za dodatkową opłatą.Dojazd z centrum autobus 522 i 217 z metra wilanowskaOpłata za media ok.100 zł/ miesiąc",950,Właściciel,Współdzielenie mieszkania/domu,14,Nie podano,Inne,Bez preferencji,Nie,Tak,40
Włochy,"Witam poszukuję współlokatra do mieszkniaJestem spokojną i pracującą kobietą 38 lat która mieszka w małym mieszkaniu z dwoma kotkami rasy sfinks .Bardzo dużo pracuję i chcę zamieszkać z kimś aby dzielić mieszkanie i obowiązki z tytułu zamieszkania go.Zasady do ustalenia.Szukam kogoś uczciwego i normalnego, mieszkanie jest moje więc jest to ważne dla mnie.Czekam na kontakt.",350,Właściciel,Współdzielenie mieszkania/domu,38,2 pokoje,Mieszkanie,Bez preferencji,Nie,Tak,55
Wola,"Mam do wynajęcia pokój - 18 m2 z dużym tarasem 16 m2 od 03 października 2016 w mieszkaniu o powierzchni 54 m2 , bez właściciela, oddzielna, kuchnia 7, 60 m2, duży korytarz 7, 30 m2, dodatkowe pomieszczenie gospodarcze dla spokojnej pary, studentek lub osoby pracujące na nowym osiedlu bliska Wola ul.Ordona 7B w pobliżu ul.Kasprzaka.W budynku znajduje się sklep Fresh, pralnia, cukiernia, Biedronka Do centrum około 3 km.Dojazd do centrum zajmuje 10/15 minut. W pobliżu przystanek autobusowy /105, 154, 155, 184 / oraz tramwaje /10, 26, 71, /.Do II lini metra do rondo Daszyńskiego 5 minut.W pobliżu centrum handlowe Blue City, Reduta, Fort Wola, Wola Park/. Mieszkanie znajduje się na 5 kondygnacji z dużym tarasem 16 m2, słoneczne /wschód, zachód, południe/.Pokoje urządzone są w wysokim standardzie, wszystkie meble nowe, sprzęt AGD + zmywarka, lodówka z zamrażarką, pralka.W łazience wanna z dużą deszczownicą.W mieszkaniu rolety i żaluzje.W przedpokoju duża szafa.Do mieszkania przypisany jest garaż na poziomie -1 za dodatkową opłatą 150 zł dla chętnej osoby nieobowiązkowo.W budynku winda.Budynek nowy z ochroną i monitoringiem.Na terenie osiedla znajduje się siłownia.Wynajem na minimum 1 rok.Najem 1.400 zł + media- jednorazowa kaucja zwrotna 1.400 zł.Zapraszam do oglądania",1400,Właściciel,Współdzielenie mieszkania/domu,54,2 pokoje,Mieszkanie,Bez preferencji,Nie,Nie,189
Żoliborz,"Hi! I'm looking for a flatmate to apartment that I rent. 67m2.*na życzenie prześlę opis po polsku, Available now!Adress : Rydygiera 15AIt consists of 3 rooms - mine, yours and living room with the kitchen and balcony. Plus bathroom of course.There is a big comfortable bed in your room, a wardrobe and a table. Other furniture will be bought shortly by the owner.Everything in high standard, fully equiped and comfortable. Lots of place for personal things, clothes, bikes etc. Fenced block of flats with security. It is in excelent localisation. 10 min walking or two bus stops from metro -> 3 stops to center. There are also trams and buses so u'll get practically everywhere from here. In the neighbourhood shops, restaurants, supermarkets, 10 min walking from big shopping centre Arkadia. Me: I'm 28, polish, male, working, sometimes night shifts. I still remember how to party but i always go out. Apart from once in a while sb visits me, but I rather don't throw parties. I'm looking for a person who knows what's a vacuum cleaner and with whom I could chat a bit from time to time. Usually I don't spend much time in the apartment and I'm away almost every 2 weekends. Don't hesitate to contact me for further info.Note there is no photos of my room here.It is possible to rent a garage from the owner.",1350,Właściciel,Współdzielenie mieszkania/domu,67,3 pokoje,Mieszkanie,Bez preferencji,Tak,Nie,229
Bemowo,"Samodzielny pokój dla dziewczyny pracującej lub pracującej i uczącej się
w mieszkaniu 3-pokojowym (62 m2). Mieszkanie nowe, nowocześnie wykończone w
bardzo dobrym stanie, przytulne, ciche z windą i domofonem. Cena wynajmu
pokoju wynosi 800 zł za miesiąc i dodatkowo opłata za liczniki za miesiąc!!!
Umieszczone w nowoczesnym, nowym kompleksie JW Construction na osiedlu
zamkniętym pod całodobową ochroną.
Składa się z : 3 przestronne samodzielne pokoje ( w każdym pokoju znajduje się
meblościanka, łóżko, stolik, rolety na oknach ), duży hol z potrójną dużą szafą
i półką na buty, duża łazienka (wanna, umywalka, pralka), oddzielna toaleta z
umywalką, kuchnia umeblowana i wyposażona w sprzęt AGD, duży balkon.                                             Mieszkanie jest nowe
i zadbane, ponieważ wcześniejsze lokatorki sprzątały i dbały o nie więc
można się poczuć jak w swoim domu!!! Jako właściciel dużą uwagę przywiązuję do czystości
i schludności więc jak najbardziej odzwierciedla się to w wizerunku
mojego mieszkania do wynajmu.                                                                                                    
Bardzo dobra komunikacja autobusowa i tramwajowa przy samym kompleksie.
W okolicy mnóstwo sklepów, lokali usługowych, kościół, centrum handlowe Wola
Park, banki, bankomaty, restauracje oraz niedaleko Park Moczydło dla lubiących
spacery .      Proszę o kontakt
telefoniczny : 509 755 752. ZAPRASZAM!!!                            ZAPRASZAM DO
OGLĄDANIA!!! Można się dogadać!!",800,Właściciel,Współdzielenie mieszkania/domu,62,4 pokoje,Mieszkanie,Kobieta,Tak,Tak,190
Bemowo,"Pokój dla pary w domu jednorodzinnym bez właściciela, umeblowany, sprzęt AGD, internet, dobry standard, obok przystanków kilku linii autobusowych i tramwajowych, tel. 608 626 628",900,Właściciel,Współdzielenie mieszkania/domu,14,Nie podano,Dom,Bez preferencji,Tak,Tak,25
Bemowo,"Do dyspozycji dom jednorodzinny z
pokojami 3, 4, 6 i 7 osobowymi . Dom zlokalizowany jest w rejonie ulic
Połczyńskiej i Powstańców Śląskich. Bardzo dobra komunikacja w
każdym kierunku. Blisko sklepy. Na terenie można parkować
samochody.Pokoje wyposażone w łóżka, pościel, telewizor, lodówkę. W domu duży bezkolizyjny węzeł sanitarny (w.c, prysznice).
Cena obowiązuje przy min. 7 dniach
zakwaterowania                    Zapraszamy  604-497-960",17,Właściciel,Współdzielenie mieszkania/domu,140,4 pokoje,Dom,Mężczyzna,Tak,Tak,60
Białołęka,"Do wynajęcia samodzielny pokój dla 1 osoby w mieszkaniu 3-pokojowym, w którym mieszka właścicielka.
Mieszkanie jest na strzeżonym osiedlu Derby 15. 
Mieszkanie jest w pełni wyposażone. 
W pokoju jest duże rozkładane łóżko, stolik, szafa.
 
Cena za mies. 750 zł + 750 zł kaucja (lub możliwość wynajęcia bez weekendów, wtedy cena 600 zł+600 zł kaucja).
Prąd, kablówka, wi-fi w cenie wynajmu.",750,Właściciel,Współdzielenie mieszkania/domu,15,3 pokoje,Mieszkanie,Bez preferencji,Nie,Nie,62
Bielany,"Posiadam pokoje pracownicze trzy, cztero i pięcioosobowe w
pełni wyposażone w AGD, RTV. Każdy pokój jest z łazienką. Lokalizacja blisko
stacji Metra, Mostu Północnego szybki dojazd do centrum Wisłostradą. Osobo/doba
od 25 do 50 zł. Możliwość zamówienia obiadu lub innego dania na wynos lub w
lokalu dania są bardzo Smaczne. ZAPRASZAM",25,Właściciel,Współdzielenie mieszkania/domu,14,4 pokoje,Dom,Bez preferencji,Tak,Tak,52
Bielany,"Posiadam pokoje trzy, cztery osobowe w pełni wyposażone z łazienką, (kompletny sanitariat) w pokojach (tapczan, pościel, szafa, szafka nocna, lodówka, telewizor, szafka z naczyniami, stół i krzesła). Cena za osobo/dobę od 25 zł. do 50 zł. Pracownicy różnych firm jak ( monterzy, instalatorzy, glazurnicy, itp.) Telefon kontaktowy 604 511 704 wystawiam fakturę VAT. ZAPRASZM",25,Właściciel,Współdzielenie mieszkania/domu,15,3 pokoje,Dom,Bez preferencji,Tak,Tak,54
Bielany,"Mam do zaoferowania nieprzechodni pokój jednosobowy.Pokój o pow. 8m2, wyposażony: łóżko 90x200cm, szafa, biurko, 2 regały, krzesło biurowe.Mieszkanie jest 3-pokojowe, rozkładowe, 2 pozostałe pokoje zajmują 3 studentki.W mieszkaniu jest widna kuchnia (wyposażona), łazienka (z pralką), dostęp do internetu wi-fi 60Mb/s.Poszukuję osóby uczciwej, raczej młodej; studentkę lub pracującą, szukającą mieszkania na dłużej.Dobry dojazd do metra - stacje Marymont i Stare Bielany.Blisko Autobusy - przystanki Park Olszyna i Gen. Maczka: 103, 114, 122, 180, 186, 303, 409, 414, N41, N91 oraz tramwaje - przystanek Park Olszyna - 33, 35, 22, 28. Szybki dojazd do CH ARKADIA i centrum. Dobry dojazd uczelnie: UKSW, AWF, APS, i wiele innych:)Koszt najmu - 780zł/mies (620zł - czynsz, 160zł comiesięczne opłaty). Kaucja 600zł.Nie zgadzam się na osoby palące, nie ma możliwości posiadania zwierząt. Oczekuję tylko na poważne oferty.Kontakt do lokatorek - one dokonują selekcji, po ich wstępnej decyzji spotykam się z osobą poszukującą mieszkania celem podpisania umowy.Małgosia: 509 718 792Karolina: 798 135 583",780,Właściciel,Współdzielenie mieszkania/domu,47,3 pokoje,Mieszkanie,Kobieta,Nie,Nie,154
"Kraków, Małopolskie","Dzień dobry, mam do wynajęcia pokój dwuosobowy, dla pary (1 rozkładana kanapa ;)) w mieszkaniu w współdzielonym. Mieszkanie znajduje się w centrum Krakowa, przy Nowym Kleparzu i jest naprawdę w świetnym standardzie. Wyposażenie to m.in. pralka, odkurzacz, kuchenka, piekarnik i zmywarka.W mieszkaniu są 3 pokoje, gdzie łączne będzie mieszkać 6 osób. Zaznaczam, że mamy 2 łazienki.Koszt wynajmu to 900 zł (450 zł od osoby) + opłaty (woda, prąd, śmieci, internet) - średnio 140 zł od osoby, więcej zimą, mniej poza sezonem grzewczym. Ogrzewanie elektryczne, ale nowa instalacja, nie piece kaflowe - nie ma problemów z temperaturą, a opłaty - jak napisałam.Poszukiwane osoby studiujące lub zaraz po studiach. Preferowane osoby niepalące. Pokój dostępny od 10.11, najchętniej na dłuższy okres.Zachęcam do oglądania !kontakt na nr tel. 790 234 617 lub mail cdc7(at)o2.pl",900,Właściciel,Współdzielenie mieszkania/domu,60,3 pokoje,Mieszkanie,Bez preferencji,Nie,Nie,128
"Kraków, Małopolskie","Mam do wynajęcia miejsce w pokoju dwuosobowym w mieszkaniu na osiedlu Krowodrza Górka.Mieszkanie trzypokojowe ma 52m2, w pelni umeblowane, kuchnia, łazienka.Blisko pętli tramwajowej Krowodrza Górka, 15 min komunikacją miejską do centrum.Pozostałe pokoje zajmują juz studentkiBlisko sklepow Biedronka, Tesco Kaufland.Kontakt tylko telefoniczny, więcej informacji pod nr.600081691",400,Właściciel,Współdzielenie pokoju,52,3 pokoje,Mieszkanie,Kobieta,Nie,Nie,46
